,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
26,465,Ed Sprague Jr.,BOS/SD,268,30,65,16,0,12,36,0,0,25,58,.243,.312,.437,.749,-0.5
27,466,Scott Spiezio,ANA,297,47,72,11,2,17,49,1,2,40,56,.242,.334,.465,.799,-0.1
28,467,Calvin Murray,SF,194,35,47,12,1,2,22,9,3,29,33,.242,.348,.345,.693,0.4
29,468,Jose Cruz Jr.,TOR,603,91,146,32,5,31,76,15,5,71,129,.242,.323,.466,.789,2.1
30,469,Rich Becker,DET/OAK,285,59,69,14,0,8,39,2,2,67,87,.242,.384,.375,.759,0.6
31,470,Jeff Reboulet,KC,182,29,44,7,0,0,14,3,1,23,32,.242,.325,.280,.605,0.3
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,471,Royce Clayton,TEX,513,70,124,21,5,14,54,11,7,42,92,.242,.301,.384,.685,-0.7
34,472,Felix Jose,NYY,29,4,7,0,0,1,5,0,1,2,9,.241,.281,.345,.626,-0.3
35,,Jacob Cruz,CLE,29,3,7,3,0,0,5,1,0,5,4,.241,.361,.345,.706,0.1
36,474,Juan Castro,CIN,224,20,54,12,2,4,23,0,2,14,33,.241,.283,.366,.649,-0.4
37,475,Ramon Hernandez,OAK,419,52,101,19,0,14,62,1,0,38,64,.241,.311,.387,.698,0.5
38,476,Darren Lewis,BOS,270,44,65,12,0,2,17,10,5,22,34,.241,.305,.307,.612,-0.1
39,477,Pat Meares,PIT,462,55,111,22,2,13,47,1,0,36,91,.240,.305,.381,.685,0.1
40,478,Mike DiFelice,TB,204,23,49,13,1,6,19,0,0,12,40,.240,.280,.402,.682,-0.2
41,479,Mike Lansing,BOS/COL,504,72,121,18,6,11,60,8,2,38,75,.240,.292,.365,.657,-1.6
42,480,Benji Gil,ANA,301,28,72,14,1,6,23,10,6,30,59,.239,.317,.352,.669,0.4
0,481,Bill Selby,CLE,46,8,11,1,0,0,4,0,0,1,9,.239,.271,.261,.532,-0.2
1,,Russ Johnson,HOU/TB,230,32,55,8,0,2,20,5,2,27,40,.239,.320,.300,.620,0.5
2,,Ramon Castro,FLA,138,10,33,4,0,2,14,0,0,16,36,.239,.318,.312,.630,-0.2
3,484,Matt Franco,NYM,134,9,32,4,0,2,14,0,0,21,22,.239,.340,.313,.653,-0.5
4,485,Gene Kingsale,BAL,88,13,21,2,1,0,9,1,2,2,14,.239,.253,.284,.537,-0.7
5,486,Russell Branyan,CLE,193,32,46,7,2,16,38,0,0,22,76,.238,.327,.544,.871,0.5
6,487,Alex Cora,LA,353,39,84,18,6,4,32,4,1,26,53,.238,.302,.357,.658,0.0
7,488,Tom Prince,PHI,122,14,29,9,0,2,16,1,0,13,31,.238,.321,.361,.682,-0.1
8,489,Mike Stanley,BOS/OAK,282,33,67,12,0,14,46,0,0,44,65,.238,.339,.429,.768,0.2
9,490,Orlando Cabrera,MON,422,47,100,25,1,13,55,4,4,25,28,.237,.279,.393,.673,-1.1
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,491,Danny Klassen,ARI,76,13,18,3,0,2,8,1,1,8,24,.237,.318,.355,.673,-0.2
12,492,Chris Turner,NYY,89,9,21,3,0,1,7,0,1,10,21,.236,.320,.303,.623,-0.2
13,,Livan Hernandez,SF,89,6,21,3,0,1,9,0,0,1,14,.236,.244,.303,.548,0.4
14,494,Henry Blanco,MIL,284,29,67,24,0,7,31,0,3,36,60,.236,.318,.394,.712,1.0
15,495,Ricky Ledee,CLE/NYY/TEX,467,59,110,19,5,13,77,13,6,59,98,.236,.322,.381,.703,-0.7
16,496,Pat Mahomes,NYM,17,1,4,1,0,0,1,0,0,1,5,.235,.278,.294,.572,0.3
17,,Jeff Branson,LA,17,3,4,1,0,0,0,0,0,1,6,.235,.278,.294,.572,-0.1
18,,Kevin Sefcik,PHI,153,15,36,6,2,0,10,4,2,13,19,.235,.300,.301,.601,-0.6
19,,Todd Greene,TOR,85,11,20,2,0,5,10,0,0,5,18,.235,.278,.435,.713,-0.5
20,,Kevin L. Brown,MIL,17,3,4,3,0,0,1,0,0,1,5,.235,.278,.412,.690,0.1
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,501,Travis Lee,PHI/ARI,404,53,95,24,1,9,54,8,1,65,79,.235,.342,.366,.709,0.2
23,502,Dan Wilson,SEA,268,31,63,12,0,5,27,1,2,22,51,.235,.291,.336,.627,0.3
24,503,Brian Schneider,MON,115,6,27,6,0,0,11,0,1,7,24,.235,.276,.287,.563,-1.1
25,504,Jason LaRue,CIN,98,12,23,3,0,5,12,0,0,5,19,.235,.299,.418,.717,0.1
26,505,John Mabry,SEA/SD,226,35,53,13,0,8,32,0,1,15,69,.235,.287,.398,.685,-0.4
27,506,Bobby Smith,TB,175,21,41,8,0,6,26,2,2,14,59,.234,.293,.383,.676,-0.1
28,507,Bobby Estalella,SF,299,45,70,22,3,14,53,3,0,57,92,.234,.357,.468,.826,2.0
29,508,Jason McDonald,TEX,94,15,22,5,0,3,13,4,4,17,25,.234,.357,.383,.740,0.6
30,509,Scarborough Green,TEX,124,21,29,1,1,0,9,10,6,10,26,.234,.291,.258,.549,-0.8
31,510,Rickey Henderson,SEA/NYM,420,75,98,14,2,4,32,36,11,88,75,.233,.368,.305,.673,0.4
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Ruben Sierra,TEX,60,5,14,0,0,1,7,1,0,4,9,.233,.281,.283,.565,-0.5
34,512,Chris Widger,SEA/MON,292,32,68,17,2,13,35,1,2,30,63,.233,.306,.438,.744,-0.1
35,513,James Mouton,MIL,159,28,37,7,1,2,17,13,4,30,43,.233,.363,.327,.690,0.3
36,514,Rico Brogna,BOS/PHI,185,20,43,17,0,2,21,1,0,10,41,.232,.278,.357,.635,-1.1
37,515,Robin Ventura,NYM,469,61,109,23,1,24,84,3,5,75,91,.232,.338,.439,.777,1.6
38,516,Wiki Gonzalez,SD,284,25,66,15,1,5,30,1,2,30,31,.232,.311,.345,.656,0.3
39,517,Reggie Sanders,ATL,340,43,79,23,1,11,37,21,4,32,78,.232,.302,.403,.705,-0.1
40,518,Jeromy Burnitz,MIL,564,91,131,29,2,31,98,6,4,99,121,.232,.356,.456,.811,1.2
41,519,Jesus Sanchez,FLA,56,6,13,0,0,0,4,0,0,1,15,.232,.246,.232,.478,0.2
42,520,Andy Fox,FLA/ARI,250,29,58,8,2,4,20,10,4,22,53,.232,.302,.328,.630,-0.3
0,521,Brian Buchanan,MIN,82,10,19,3,0,1,8,0,2,8,22,.232,.301,.305,.606,-0.7
1,522,Javier Vazquez,MON,65,4,15,2,0,0,1,0,0,2,15,.231,.254,.262,.515,0.5
2,,Rod Barajas,ARI,13,1,3,0,0,1,3,0,0,0,4,.231,.231,.462,.692,0.0
3,,Jason Conti,ARI,91,11,21,4,3,1,15,3,0,7,30,.231,.293,.374,.667,0.0
4,525,Doug Mirabelli,SF,230,23,53,10,2,6,28,1,0,36,57,.230,.337,.370,.707,0.8
5,526,Scott Brosius,NYY,470,57,108,20,0,16,64,0,3,45,73,.230,.299,.374,.673,-0.6
6,527,Shane Andrews,CHC,192,25,44,5,0,14,39,1,1,27,59,.229,.329,.474,.803,-0.1
7,528,Raul Ibanez,SEA,140,21,32,8,0,2,15,2,0,14,25,.229,.301,.329,.630,-0.1
8,529,Marlon Anderson,PHI,162,10,37,8,1,1,15,2,2,12,22,.228,.282,.309,.590,-0.6
9,530,Kevin Elster,LA,220,29,50,8,0,14,32,0,0,38,52,.227,.341,.455,.796,0.4
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Justin Baughman,ANA,22,4,5,2,0,0,0,3,0,1,2,.227,.261,.318,.579,0.1
12,532,Matt Stairs,OAK,476,74,108,26,0,21,81,5,2,78,122,.227,.333,.414,.747,-0.4
13,533,Paul Bako,ATL/HOU/FLA,221,18,50,10,1,2,20,0,0,27,64,.226,.312,.308,.620,-0.8
14,534,Jason Tyner,NYM/TB,124,9,28,4,0,0,13,7,2,5,16,.226,.261,.258,.519,-0.5
15,535,Eli Marrero,STL,102,21,23,3,1,5,17,5,0,9,16,.225,.302,.422,.723,0.4
16,536,Mark Johnson,CWS,213,29,48,11,0,3,23,3,2,27,40,.225,.315,.319,.635,0.3
17,537,Luis Matos,BAL,182,21,41,6,3,1,17,13,4,12,30,.225,.281,.308,.589,0.2
18,538,Shane Reynolds,HOU,40,2,9,1,0,1,2,0,0,1,13,.225,.262,.325,.587,0.2
19,,Aaron Ledesma,COL,40,4,9,2,0,0,3,0,0,2,9,.225,.279,.275,.554,-0.3
20,540,Greg Myers,BAL,125,9,28,6,0,3,12,0,0,8,29,.224,.271,.344,.615,-0.4
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,541,Glen Barker,HOU,67,18,15,2,1,2,6,9,6,7,23,.224,.307,.373,.680,0.0
23,542,Ben Davis,SD,130,12,29,6,0,3,14,1,1,14,35,.223,.297,.338,.635,-0.4
24,543,Chris Gomez,SD,54,4,12,0,0,0,3,0,0,7,5,.222,.306,.222,.529,-0.2
25,,Gabe White,CIN/COL,9,1,2,0,0,1,2,0,0,0,5,.222,.222,.556,.778,0.1
26,,Chad Mottola,TOR,9,1,2,0,0,0,2,0,0,0,4,.222,.300,.222,.522,-0.1
27,,Chris Brock,PHI,9,1,2,1,0,1,2,0,0,0,2,.222,.222,.667,.889,0.2
28,,B.J. Waszgis,TEX,45,6,10,1,0,0,4,0,0,4,10,.222,.294,.244,.539,-0.5
29,,Donnie Sadler,BOS,99,14,22,5,0,1,10,3,1,5,18,.222,.262,.303,.565,0.1
30,,Brian Powell,HOU,9,2,2,1,0,0,0,0,0,1,4,.222,.300,.333,.633,0.1
31,,Joe McEwing,NYM,153,20,34,14,1,2,19,3,1,5,29,.222,.248,.366,.614,-0.2
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Bubba Carpenter,COL,27,4,6,0,0,3,5,0,0,4,13,.222,.323,.556,.878,-0.1
34,,Mike Bell,CIN,27,5,6,0,0,2,4,0,0,4,7,.222,.323,.444,.767,0.2
35,,Greg LaRocca,SD,27,1,6,2,0,0,2,0,0,1,4,.222,.250,.296,.546,-0.4
36,,Sandy Martinez,FLA,18,1,4,2,0,0,0,0,0,0,8,.222,.222,.333,.556,-0.1
37,555,Darren Bragg,COL,149,16,33,7,1,3,21,4,1,17,41,.221,.296,.342,.638,-1.0
38,556,Tomas Perez,PHI,140,17,31,7,1,1,13,1,1,11,30,.221,.278,.307,.585,-1.1
39,557,Luis Ordaz,KC,104,17,23,2,0,0,11,4,2,5,10,.221,.257,.240,.497,-1.4
40,558,Milton Bradley,MON,154,20,34,8,1,2,15,2,1,14,32,.221,.288,.325,.613,-0.9
41,,Augie Ojeda,CHC,77,10,17,3,1,2,8,0,1,10,9,.221,.307,.364,.670,0.3
42,560,Vinny Castilla,TB,331,22,73,9,1,6,42,1,2,14,41,.221,.254,.308,.562,-0.5
0,561,Scott Servais,SF/COL,109,7,24,4,0,1,13,0,1,9,17,.220,.283,.284,.568,-0.9
1,562,Kevin Barker,MIL,100,14,22,5,0,2,9,1,0,20,21,.220,.352,.330,.682,0.0
2,563,Abraham Nunez,PIT,91,10,20,1,0,1,8,0,0,8,14,.220,.283,.264,.547,-0.3
3,564,Kevin Jordan,PHI,337,30,74,16,2,5,36,0,1,17,41,.220,.257,.323,.580,-1.4
4,565,Jon Lieber,CHC,82,3,18,4,0,0,4,0,0,2,28,.220,.238,.268,.506,0.3
5,,Gookie Dawkins,CIN,41,5,9,2,0,0,3,0,0,2,7,.220,.256,.268,.524,-0.3
6,567,Mark Sweeney,MIL,73,9,16,6,0,1,6,0,0,12,18,.219,.337,.342,.680,0.1
7,568,Lou Collier,MIL,32,9,7,1,0,1,2,0,0,6,4,.219,.333,.344,.677,-0.2
8,569,Kevin Stocker,ANA/TB,343,41,75,20,4,2,24,1,5,51,81,.219,.326,.318,.644,0.2
9,570,Emil Brown,PIT,119,13,26,5,0,3,16,3,1,11,34,.218,.299,.336,.635,-0.6
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,571,Edgard Clemente,ANA,78,4,17,2,0,0,5,0,1,0,27,.218,.228,.244,.471,-1.0
12,572,Rich Amaral,BAL,60,10,13,1,1,0,6,6,2,7,8,.217,.299,.267,.565,-0.2
13,,Kelly Stinnett,ARI,240,22,52,7,0,8,33,0,1,19,56,.217,.291,.346,.636,-0.3
14,,Todd Ritchie,PIT,60,4,13,2,0,0,2,0,0,2,22,.217,.242,.250,.492,0.2
15,,Ivanon Coffie,BAL,60,6,13,4,1,0,6,1,0,5,11,.217,.284,.317,.600,-0.2
16,576,Kurt Abbott,NYM,157,22,34,7,1,6,12,1,1,14,51,.217,.283,.389,.672,-0.5
17,577,Kevin Nicholson,SD,97,7,21,6,1,1,8,1,0,4,31,.216,.255,.330,.585,0.1
18,578,Homer Bush,TOR,297,38,64,8,0,1,18,9,4,18,60,.215,.271,.253,.524,-1.5
19,579,Jeff Huson,CHC,130,19,28,7,1,0,11,2,1,13,9,.215,.287,.285,.571,-0.8
20,580,Desi Relaford,PHI/SD,410,55,88,14,3,5,46,13,0,75,71,.215,.351,.300,.651,-0.8
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,581,Brian R. Hunter,ATL/PHI,140,14,30,5,0,8,23,0,1,20,39,.214,.313,.421,.734,-0.1
23,,Chan Ho Park,LA,70,6,15,4,0,2,6,0,0,2,16,.214,.236,.357,.593,0.6
24,,Sal Fasano,OAK,126,21,27,6,0,7,19,0,0,14,47,.214,.306,.429,.734,0.5
25,,Robert Machado,SEA,14,2,3,0,0,1,1,0,0,1,4,.214,.267,.429,.695,0.0
26,585,Felix Martinez,TB,299,42,64,11,4,2,17,9,3,32,68,.214,.305,.298,.603,1.7
27,586,Michael Barrett,MON,271,28,58,15,1,1,22,0,1,23,35,.214,.277,.288,.565,-2.1
28,587,Jeff Reed,CHC,229,26,49,10,0,4,25,0,1,44,68,.214,.342,.310,.652,0.2
29,588,Curt Schilling,PHI/ARI,61,2,13,3,0,0,4,0,1,1,15,.213,.226,.262,.488,0.1
30,589,Jose Nieves,CHC,198,17,42,6,3,5,24,1,1,11,43,.212,.251,.348,.600,-0.7
31,590,Manny Alexander,BOS,194,30,41,4,3,4,19,2,0,13,41,.211,.261,.325,.586,-0.8
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,591,Chad Moeller,MIN,128,13,27,3,1,1,9,1,0,9,33,.211,.261,.273,.534,-1.0
34,592,Alberto Castillo,TOR,185,14,39,7,0,1,16,0,0,21,36,.211,.287,.265,.552,-0.2
35,593,Charlie O'Brien,MON,19,1,4,1,0,1,2,0,0,2,7,.211,.286,.421,.707,-0.2
36,,Thomas Howard,STL,133,13,28,4,1,6,28,1,0,7,34,.211,.255,.391,.646,-0.8
37,,Felipe Lira,MON,19,3,4,0,0,2,3,0,0,0,13,.211,.200,.526,.726,0.2
38,596,Chris Sexton,CIN,100,9,21,4,0,0,10,4,2,13,12,.210,.310,.250,.560,-0.3
39,597,Lenny Webster,MON,81,6,17,3,0,0,5,0,0,6,14,.210,.264,.247,.511,-0.8
40,598,Jim Leyritz,NYY/LA,115,5,24,1,0,2,12,0,0,14,26,.209,.305,.270,.575,-0.9
41,599,Marcus Jensen,MIN,139,16,29,7,1,3,14,0,1,24,36,.209,.325,.338,.663,-0.1
42,600,Ruben Rivera,SD,423,62,88,18,6,17,57,8,4,44,137,.208,.296,.400,.696,0.7
0,601,Todd Dunwoody,KC,178,12,37,9,0,1,23,3,0,8,42,.208,.238,.275,.514,-1.6
1,602,Brian Bohanon,COL,53,6,11,3,0,2,11,0,0,2,14,.208,.232,.377,.610,0.3
2,603,Tim Bogar,HOU,304,32,63,9,2,7,33,1,1,35,56,.207,.292,.319,.611,-1.3
3,604,Clay Bellinger,NYY,184,33,38,8,2,6,21,5,0,17,48,.207,.288,.370,.658,0.1
4,605,Shawn Estes,SF,68,4,14,4,0,1,10,0,0,2,28,.206,.229,.309,.537,0.4
5,606,Hanley Frias,ARI,112,18,23,5,0,2,6,2,2,17,18,.205,.310,.304,.614,-0.3
6,607,Jason Bere,CLE/MIL,39,3,8,0,1,0,2,0,0,0,17,.205,.205,.256,.462,0.2
7,608,Rick Reed,NYM,49,6,10,0,0,0,2,0,0,1,11,.204,.226,.204,.430,0.2
8,609,Kory DeHaan,SD,103,19,21,7,0,2,13,4,2,5,39,.204,.239,.330,.569,0.1
9,610,Trace Coquillette,MON,59,6,12,4,0,1,8,0,0,7,19,.203,.284,.322,.606,-0.3
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,611,Willie Greene,CHC,299,34,60,15,2,10,37,4,0,36,69,.201,.289,.365,.654,0.1
12,612,Ramon J. Martinez,BOS,5,1,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,0.0
13,,Russ Springer,ARI,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,0.0
14,,Kirk Rueter,SF,60,5,12,3,0,0,5,0,0,1,11,.200,.213,.250,.463,0.3
15,,Rick White,NYM/TB,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,0.0
16,,Ismael Valdez,CHC/LA,25,2,5,2,0,1,3,0,0,1,10,.200,.231,.400,.631,0.3
17,,Mac Suzuki,KC,5,1,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,0.0
18,,Alex Gonzalez,FLA,385,35,77,17,4,7,42,7,1,13,77,.200,.229,.319,.548,-2.1
19,,Wes Helms,ATL,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,-0.1
20,,David Lamb,NYM,5,1,1,0,0,0,0,0,0,1,1,.200,.333,.200,.533,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Dave Roberts,CLE,10,1,2,0,0,0,0,1,1,2,2,.200,.333,.200,.533,-0.1
23,,Alex Hernandez,PIT,60,4,12,3,0,1,5,1,1,0,13,.200,.200,.300,.500,-0.7
24,,Talmadge Nunnari,MON,5,2,1,0,0,0,1,0,0,6,2,.200,.583,.200,.783,0.1
25,,Clemente Alvarez,PHI,5,1,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,-0.1
26,625,Matt Walbeck,ANA,146,17,29,5,0,6,12,0,1,7,22,.199,.240,.356,.596,-0.3
27,626,F.P. Santangelo,LA,142,19,28,4,0,1,9,3,2,21,33,.197,.322,.246,.568,-0.9
28,627,Russ Ortiz,SF,61,7,12,2,0,0,5,0,0,8,16,.197,.290,.230,.519,0.4
29,628,Angel Echevarria,MIL/COL,51,3,10,2,0,1,6,0,0,7,11,.196,.293,.294,.587,-0.2
30,629,Rob Ducey,TOR/PHI,165,26,32,5,1,6,26,1,0,31,49,.194,.318,.345,.664,-0.5
31,630,Todd Stottlemyre,ARI,31,6,6,2,0,1,4,0,0,3,14,.194,.265,.355,.620,0.3
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Ross Gload,CHC,31,4,6,0,1,1,3,0,0,3,10,.194,.257,.355,.612,-0.3
34,632,Randy Wolf,PHI,57,5,11,2,0,0,4,0,0,3,19,.193,.230,.228,.458,0.2
35,633,Gary Matthews Jr.,CHC,158,24,30,1,2,4,14,3,0,15,28,.190,.264,.297,.562,-0.2
36,634,Denny Neagle,NYY/CIN,37,1,7,2,0,0,3,0,0,2,9,.189,.231,.243,.474,0.1
37,,Jon Nunnally,NYM,74,16,14,5,1,2,6,3,1,17,26,.189,.337,.365,.702,0.0
38,636,Brian Anderson,ARI,69,4,13,3,0,0,4,0,0,1,10,.188,.194,.232,.426,0.0
39,637,Rey Ordonez,NYM,133,10,25,5,0,0,9,0,0,17,16,.188,.278,.226,.504,-0.9
40,638,Greg Maddux,ATL,80,2,15,2,1,0,5,0,1,2,19,.188,.217,.238,.454,0.1
41,,Chris C. Jones,MIL,16,3,3,2,0,0,1,0,0,1,4,.188,.235,.313,.548,-0.1
42,,Scott Pose,KC,48,6,9,0,0,0,1,0,1,6,13,.188,.278,.188,.465,-0.7
0,641,George Williams,SD,16,2,3,0,0,1,2,0,0,0,4,.188,.235,.375,.610,-0.1
1,,Casey Blake,MIN,16,1,3,2,0,0,1,0,0,3,7,.188,.333,.313,.646,0.0
2,,Paul Rigdon,CLE/MIL,16,3,3,0,0,1,1,0,0,2,6,.188,.278,.375,.653,0.2
3,644,Alex Arias,PHI,155,17,29,9,0,2,15,1,0,16,28,.187,.271,.284,.555,-0.7
4,645,Pete Harnisch,CIN,43,4,8,2,0,1,8,0,0,0,14,.186,.186,.302,.488,0.1
5,646,Trenidad Hubbard,BAL/ATL,108,18,20,2,2,1,6,4,2,11,23,.185,.267,.269,.535,-1.1
6,,Chad Hermansen,PIT,108,12,20,4,1,2,8,0,0,6,37,.185,.226,.296,.522,-1.7
7,,Steve Sisco,ATL,27,4,5,0,0,1,2,0,0,3,4,.185,.267,.296,.563,-0.1
8,649,Chris Woodward,TOR,104,16,19,7,0,3,14,1,0,10,28,.183,.254,.337,.591,-0.3
9,650,Mark P. Johnson,NYM,22,2,4,0,0,1,6,0,0,5,9,.182,.333,.318,.652,-0.2
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Eddie Perez,ATL,22,0,4,1,0,0,3,0,0,0,2,.182,.182,.227,.409,-0.1
12,,Jeff Liefer,CWS,11,0,2,0,0,0,0,0,0,0,4,.182,.182,.182,.364,-0.3
13,,Jose Ortiz,OAK,11,4,2,0,0,0,1,0,0,2,3,.182,.308,.182,.490,-0.2
14,,Ben Johnson,MON,22,1,4,0,0,0,3,0,0,1,8,.182,.217,.182,.399,0.0
15,655,Masato Yoshii,COL,50,4,9,1,0,1,8,1,0,2,13,.180,.212,.260,.472,0.1
16,,Alfonso Soriano,NYY,50,5,9,3,0,2,3,2,0,1,15,.180,.196,.360,.556,-0.5
17,657,Matt Mieske,HOU/ARI,89,10,16,1,2,2,7,0,0,8,18,.180,.253,.303,.556,-0.7
18,658,Kevin Tapani,CHC,56,3,10,2,0,1,4,0,1,3,20,.179,.220,.268,.488,0.1
19,659,Bernard Gilkey,BOS/ARI,164,17,29,6,1,3,15,0,0,17,28,.177,.265,.280,.545,-1.2
20,660,Jose Silva,PIT,34,0,6,0,0,0,2,0,0,1,12,.176,.222,.176,.399,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,661,John Jaha,OAK,97,14,17,1,0,1,5,1,0,33,38,.175,.398,.216,.615,-0.2
23,662,Javier Cardona,DET,40,1,7,1,0,1,2,0,0,0,9,.175,.190,.275,.465,-0.4
24,663,Matt LeCroy,MIN,167,18,29,10,0,5,17,0,0,17,38,.174,.254,.323,.577,-1.2
25,664,Turner Ward,ARI,52,5,9,4,0,0,4,1,1,5,7,.173,.241,.250,.491,-0.4
26,,Chad Meyers,CHC,52,8,9,2,0,0,5,1,0,3,11,.173,.228,.212,.440,-0.2
27,,Santiago Perez,MIL,52,8,9,2,0,0,2,4,0,8,9,.173,.290,.212,.502,-0.3
28,667,Brant Brown,CHC/FLA,162,11,28,7,0,5,16,3,1,13,62,.173,.237,.309,.546,-1.2
29,668,Fernando Lunar,BAL/ATL,70,5,12,1,0,0,6,0,2,3,19,.171,.247,.186,.432,-0.5
30,669,David Wells,TOR,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,0.0
31,,Kevin Appier,OAK,6,0,1,0,0,0,0,0,0,0,3,.167,.167,.167,.333,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Jose Lima,HOU,60,6,10,2,0,0,2,0,0,1,17,.167,.180,.200,.380,-0.1
34,,Marc Wilkins,PIT,6,0,1,0,0,0,0,0,0,0,4,.167,.167,.167,.333,0.0
35,,Chris Peters,PIT,6,1,1,0,0,0,1,0,0,0,1,.167,.167,.167,.333,0.1
36,,Corey Patterson,CHC,42,9,7,1,0,2,2,1,1,3,14,.167,.239,.333,.572,-0.2
37,,Tarrik Brock,CHC,12,1,2,0,0,0,0,1,1,4,4,.167,.375,.167,.542,-0.1
38,,Andy Thompson,TOR,6,2,1,0,0,0,1,0,0,3,2,.167,.444,.167,.611,0.0
39,,Adam Melhuse,LA/COL,24,3,4,0,1,0,4,0,0,3,6,.167,.259,.250,.509,-0.1
40,,Britt Reames,STL,12,1,2,0,0,0,0,0,0,0,2,.167,.167,.167,.333,0.1
41,,Toby Hall,TB,12,1,2,0,0,1,1,0,0,1,0,.167,.231,.417,.647,0.0
42,680,Ron Villone,CIN,43,2,7,1,0,0,4,0,0,0,9,.163,.163,.186,.349,-0.1
0,681,David Newhan,PHI/SD,37,8,6,1,0,1,2,0,0,8,13,.162,.311,.270,.581,0.2
1,682,Darren Dreifort,LA,68,5,11,3,0,3,8,0,0,1,25,.162,.186,.338,.524,0.4
2,683,Dee Brown,KC,25,4,4,1,0,0,4,0,0,3,9,.160,.250,.200,.450,0.0
3,684,Scott Elarton,HOU,63,6,10,2,0,0,0,0,0,1,20,.159,.197,.190,.387,-0.1
4,685,Randy Johnson,ARI,83,4,13,2,0,0,8,0,0,3,35,.157,.195,.181,.376,0.0
5,686,Joe Nathan,SF,32,3,5,2,0,2,3,0,0,1,9,.156,.176,.406,.583,0.2
6,687,Mark Bellhorn,OAK,13,2,2,0,0,0,0,0,0,2,6,.154,.267,.154,.421,0.0
7,,Bo Porter,OAK,13,3,2,0,0,1,2,0,0,2,5,.154,.267,.385,.651,0.0
8,689,Paul Byrd,PHI,20,2,3,0,0,0,0,0,0,1,6,.150,.227,.150,.377,0.2
9,,Shawn Gilbert,LA,20,5,3,1,0,1,3,0,0,2,7,.150,.227,.350,.577,-0.1
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Brian Meadows,KC/SD,40,2,6,0,0,0,2,0,0,0,17,.150,.150,.150,.300,-0.2
12,692,Andy Ashby,ATL/PHI,61,2,9,0,0,0,6,0,0,2,22,.148,.175,.148,.322,0.0
13,693,Tom Glavine,ATL,68,5,10,1,0,0,2,0,0,7,20,.147,.227,.162,.388,0.2
14,694,Dustin Hermanson,MON,55,1,8,2,0,0,1,0,0,2,21,.145,.175,.182,.357,-0.1
15,695,John Burkett,ATL,42,2,6,1,0,0,3,0,0,3,15,.143,.200,.167,.367,-0.1
16,,Frank Castillo,TOR,7,0,1,0,0,0,0,0,0,0,3,.143,.143,.143,.286,0.0
