,HOME,AWAY,YEAR,SCORE
1673,PIT,SF,1993,7
1674,STL,SD,1993,4
1676,NYY,TEX,1993,7
1677,CHC,MON,1993,5
1680,BOS,CWS,1993,5
1685,OAK,MIL,1993,1
1687,ATL,LAD,1993,1
1688,CHC,MON,1993,2
1690,HOU,FLA,1993,1
1692,STL,SD,1993,4
1695,CAL,MIL,1993,1
1699,HOU,FLA,1993,5
1701,STL,SD,1993,1
1702,COL,PHI,1993,1
1703,BAL,TEX,1993,5
1708,NYY,KC,1993,5
1710,CHC,ATL,1993,3
1711,CIN,MON,1993,2
1716,BAL,TEX,1993,1
1718,CAL,MIL,1993,1
1719,DET,OAK,1993,1
1721,NYY,KC,1993,1
1725,HOU,PHI,1993,1
1727,SF,FLA,1993,3
1728,COL,NYM,1993,1
1729,COL,NYM,1993,2
1733,DET,OAK,1993,2
1736,TOR,SEA,1993,5
1739,HOU,PHI,1993,4
1742,SF,FLA,1993,1
1743,COL,NYM,1993,1
1746,DET,OAK,1993,9
1749,LAD,PIT,1993,5
1750,MON,CHC,1993,1
1753,SD,STL,1993,2
1755,BAL,CAL,1993,1
1756,CWS,NYY,1993,2
1757,DET,SEA,1993,3
1758,KC,MIN,1993,2
1759,TEX,BOS,1993,1
1760,TOR,CLE,1993,2
1761,LAD,PIT,1993,9
1763,NYM,CIN,1993,1
1764,PHI,COL,1993,2
1765,SD,STL,1993,13
1768,MIL,OAK,1993,7
1769,MIL,OAK,1993,1
1772,DET,SEA,1993,3
1774,MIL,OAK,1993,10
1775,TEX,BOS,1993,8
1776,TOR,CLE,1993,3
1778,MON,CHC,1993,4
1780,PHI,COL,1993,3
1781,SD,STL,1993,1
1784,BAL,CAL,1993,5
1786,KC,MIN,1993,3
1787,MIL,OAK,1993,2
1788,SEA,TOR,1993,3
1790,NYM,COL,1993,6
1791,FLA,HOU,1993,1
1792,CLE,NYY,1993,7
1795,SEA,TOR,1993,1
1796,TEX,BAL,1993,1
1799,MON,HOU,1993,2
1800,NYM,COL,1993,1
1803,FLA,SF,1993,3
1804,CWS,MIN,1993,4
1805,MIL,CAL,1993,1
1807,MIL,CAL,1993,1
1808,CWS,MIN,1993,3
1809,CLE,NYY,1993,4
1813,SEA,TOR,1993,1
1814,TEX,BAL,1993,10
1815,ATL,CHC,1993,4
1817,MON,HOU,1993,4
1821,CWS,MIN,1993,8
1823,KC,BOS,1993,1
1825,OAK,DET,1993,4
1828,ATL,CHC,1993,6
1829,LAD,STL,1993,5
1830,MON,HOU,1993,1
1832,PHI,CIN,1993,12
1834,PIT,SD,1993,3
1836,BOS,TEX,1993,4
1837,CWS,MIN,1993,3
1838,MIL,KC,1993,1
1841,CHC,PHI,1993,4
1842,NYM,HOU,1993,1
1849,MIN,CLE,1993,1
1852,SEA,DET,1993,1
1853,ATL,SF,1993,6
1856,PIT,LAD,1993,4
1857,STL,CIN,1993,1
1859,FLA,SD,1993,1
1862,MIL,KC,1993,6
1866,SEA,DET,1993,6
1870,PIT,LAD,1993,4
1871,STL,CIN,1993,3
1876,NYY,CWS,1993,6
1877,SEA,MIL,1993,7
1878,ATL,SF,1993,2
1881,FLA,SD,1993,6
1883,CAL,TOR,1993,3
1885,MIN,TEX,1993,4
1889,ATL,SD,1993,4
1890,CHC,NYM,1993,1
1894,COL,PIT,1993,1
1897,CAL,TOR,1993,2
1900,NYY,CLE,1993,4
1902,SEA,MIL,1993,5
1903,ATL,SD,1993,1
1904,CHC,NYM,1993,1
1905,CIN,PHI,1993,1
1908,COL,PIT,1993,6
1911,CAL,TOR,1993,4
1913,MIN,TEX,1993,5
1914,NYY,CLE,1993,5
1916,SEA,MIL,1993,1
1917,ATL,SD,1993,1
1918,CHC,NYM,1993,1
1920,HOU,MON,1993,6
1921,STL,SF,1993,1
1922,COL,PIT,1993,3
1923,FLA,LAD,1993,1
1924,BAL,SEA,1993,4
1927,TEX,NYY,1993,3
1928,HOU,NYM,1993,5
1929,LAD,ATL,1993,1
1930,MON,COL,1993,1
1933,SF,PIT,1993,3
1937,DET,CAL,1993,4
1938,TEX,NYY,1993,1
1940,HOU,NYM,1993,1
1942,MON,COL,1993,1
1944,SD,FLA,1993,2
1946,CIN,STL,1993,1
1948,BAL,SEA,1993,3
1949,CWS,BOS,1993,7
1950,CLE,MIN,1993,7
1951,DET,CAL,1993,2
1953,TEX,NYY,1993,3
1955,CIN,STL,1993,4
1956,HOU,NYM,1993,6
1958,MON,COL,1993,5
1960,SD,FLA,1993,1
1964,LAD,FLA,1993,1
1965,PHI,CHC,1993,2
1971,KC,NYY,1993,1
1973,TOR,CAL,1993,6
1975,MON,CIN,1993,1
1977,PHI,HOU,1993,4
1981,CLE,BOS,1993,3
1982,TEX,MIN,1993,1
1984,TEX,MIN,1993,1
1985,BAL,OAK,1993,2
1986,CWS,DET,1993,2
1987,CLE,BOS,1993,6
1990,TEX,MIN,1993,3
1991,TOR,CAL,1993,4
1993,MON,CIN,1993,2
1999,BAL,OAK,1993,9
2002,KC,NYY,1993,8
2005,TOR,CAL,1993,3
2006,LAD,FLA,1993,1
2007,MON,CIN,1993,1
2008,NYM,CHC,1993,5
2010,PIT,COL,1993,1
2011,SD,ATL,1993,1
2013,BOS,BAL,1993,2
2015,KC,CWS,1993,9
2018,TEX,CLE,1993,11
2020,SD,LAD,1993,1
2023,CAL,SEA,1993,7
2029,ATL,CIN,1993,7
2030,NYM,PHI,1993,1
2035,COL,HOU,1993,5
2036,COL,HOU,1993,1
2037,BOS,BAL,1993,1
2038,CAL,SEA,1993,14
2041,MIL,NYY,1993,10
2043,TEX,CLE,1993,3
2044,ATL,CIN,1993,1
2046,STL,MON,1993,1
2049,COL,HOU,1993,2
2051,MIN,OAK,1993,1
2053,SEA,KC,1993,13
2054,ATL,CIN,1993,1
2056,COL,HOU,1993,3
2058,CAL,TEX,1993,1
2060,MIL,BAL,1993,2
2062,NYY,BOS,1993,1
2065,ATL,NYM,1993,1
2068,HOU,SD,1993,3
2069,MON,PHI,1993,1
2071,COL,LAD,1993,9
2073,DET,CLE,1993,1
2074,MIL,BAL,1993,3
2076,NYY,BOS,1993,1
2077,OAK,CWS,1993,1
2080,CHC,FLA,1993,1
2082,HOU,SD,1993,2
2084,STL,PIT,1993,7
2086,CAL,TEX,1993,1
2092,SEA,KC,1993,3
2093,ATL,NYM,1993,9
2097,MON,PHI,1993,1
2098,STL,PIT,1993,1
2099,COL,LAD,1993,3
2101,CLE,BAL,1993,2
2102,DET,MIL,1993,3
2103,OAK,KC,1993,1
2105,CHC,STL,1993,1
2108,PHI,FLA,1993,6
2109,PIT,NYM,1993,4
2111,CAL,CWS,1993,8
2115,OAK,KC,1993,3
2116,SEA,TEX,1993,8
2117,TOR,BOS,1993,5
2118,CHC,STL,1993,10
2120,HOU,SF,1993,6
2122,PHI,FLA,1993,2
2124,COL,SD,1993,11
2126,CLE,BAL,1993,2
2127,DET,MIL,1993,4
2130,SEA,TEX,1993,3
2132,CHC,STL,1993,2
2135,MON,ATL,1993,5
2136,PHI,FLA,1993,1
2138,COL,SD,1993,7
2140,OAK,KC,1993,1
2141,TOR,BOS,1993,4
2142,CIN,LAD,1993,9
2146,BOS,MIN,1993,3
2147,CWS,TEX,1993,1
2149,KC,CAL,1993,5
2151,TOR,NYY,1993,4
2152,LAD,HOU,1993,3
2154,PHI,ATL,1993,3
2156,SF,SD,1993,1
2157,COL,CIN,1993,7
2160,CLE,MIL,1993,4
2163,TOR,NYY,1993,2
2167,SF,SD,1993,2
2169,FLA,STL,1993,1
2171,CLE,MIL,1993,2
2172,KC,CAL,1993,1
2176,NYM,MON,1993,6
2178,SF,SD,1993,3
2179,COL,CIN,1993,5
2182,CWS,TEX,1993,2
2183,PIT,CHC,1993,4
2186,PIT,CHC,1993,1
2188,CWS,SEA,1993,2
2189,KC,CLE,1993,1
2191,MIN,CAL,1993,8
2195,SF,SD,1993,4
2196,FLA,MON,1993,2
2197,BAL,NYY,1993,8
2201,MIN,CAL,1993,1
2203,LAD,CHC,1993,1
2204,NYM,STL,1993,5
2206,SD,CIN,1993,7
2207,SF,COL,1993,2
2209,BOS,DET,1993,5
2210,TEX,OAK,1993,2
2215,CWS,SEA,1993,1
2216,KC,CLE,1993,1
2218,MIN,CAL,1993,1
2219,TEX,OAK,1993,5
2220,ATL,HOU,1993,3
2222,NYM,STL,1993,1
2223,PIT,PHI,1993,8
2230,MIN,CAL,1993,1
2231,TEX,OAK,1993,4
2234,NYM,STL,1993,1
2235,PIT,PHI,1993,5
2237,BAL,TOR,1993,5
2241,NYY,DET,1993,3
2242,OAK,CAL,1993,5
2243,TEX,KC,1993,2
2244,ATL,COL,1993,3
2247,MON,PIT,1993,3
2252,BAL,KC,1994,3
2253,BOS,DET,1994,1
2254,CLE,SEA,1994,1
2255,NYY,TEX,1994,2
2256,TOR,CWS,1994,4
2258,CIN,STL,1994,1
2259,HOU,MON,1994,1
2261,SF,PIT,1994,8
2263,MIL,OAK,1994,4
2265,TOR,CWS,1994,2
2268,LAD,FLA,1994,1
2270,SF,PIT,1994,2
2271,BAL,KC,1994,2
2272,BOS,DET,1994,1
2278,LAD,FLA,1994,1
2280,SF,PIT,1994,2
2282,BOS,DET,1994,3
2283,CLE,SEA,1994,4
2284,MIL,OAK,1994,10
2285,MIN,CAL,1994,3
2286,NYY,TEX,1994,12
2293,MIL,CAL,1994,4
2295,NYY,DET,1994,4
2296,TOR,SEA,1994,6
2297,CIN,PHI,1994,1
2298,HOU,NYM,1994,3
2302,SD,FLA,1994,4
2303,BAL,TEX,1994,2
2304,CWS,BOS,1994,1
2308,TOR,SEA,1994,2
2309,CIN,PHI,1994,1
2313,PIT,COL,1994,5
2315,SF,STL,1994,1
2318,CWS,BOS,1994,8
2319,KC,CLE,1994,5
2323,TOR,SEA,1994,6
2324,CIN,PHI,1994,2
2325,HOU,NYM,1994,5
2327,MON,CHC,1994,6
2334,SEA,MIN,1994,1
2340,CWS,NYY,1994,5
2342,OAK,TOR,1994,4
2343,SEA,MIN,1994,12
2346,PIT,SD,1994,2
2350,CWS,NYY,1994,5
2351,DET,BAL,1994,3
2352,KC,BOS,1994,1
2353,OAK,TOR,1994,1
2355,TEX,MIL,1994,1
2356,ATL,SF,1994,3
2357,MON,CIN,1994,1
2358,PHI,COL,1994,9
2359,PIT,SD,1994,1
2360,STL,LAD,1994,2
2362,CAL,TOR,1994,2
2367,ATL,SF,1994,5
2368,NYM,CHC,1994,1
2370,PIT,SD,1994,2
2371,STL,LAD,1994,1
2372,FLA,HOU,1994,6
2373,BOS,CWS,1994,2
2374,CAL,TOR,1994,1
2378,SEA,MIL,1994,8
2379,TEX,BAL,1994,5
2382,PHI,CIN,1994,2
2383,PIT,LAD,1994,2
2384,STL,SD,1994,4
2385,COL,MON,1994,7
2389,DET,NYY,1994,1
2390,OAK,MIN,1994,5
2394,NYM,HOU,1994,8
2395,PHI,CIN,1994,2
2396,PIT,LAD,1994,1
2398,COL,MON,1994,4
2399,FLA,SF,1994,2
2404,OAK,MIN,1994,4
2405,SEA,MIL,1994,5
2408,NYM,HOU,1994,2
2411,STL,SD,1994,5
2412,COL,MON,1994,1
2416,ATL,STL,1994,6
2417,PHI,LAD,1994,1
2418,SD,NYM,1994,3
2419,SF,MON,1994,1
2421,BAL,CAL,1994,1
2422,BOS,OAK,1994,8
2423,DET,KC,1994,4
2427,TOR,TEX,1994,10
2430,CIN,PIT,1994,6
2436,BOS,OAK,1994,2
2439,MIN,CLE,1994,1
2440,NYY,SEA,1994,3
2441,TOR,TEX,1994,1
2444,CIN,PIT,1994,1
2445,LAD,NYM,1994,1
2447,SF,PHI,1994,1
2448,COL,FLA,1994,10
2450,BOS,OAK,1994,1
2451,MIL,CWS,1994,2
2453,NYY,SEA,1994,2
2454,LAD,NYM,1994,10
2457,BAL,SEA,1994,2
2458,BOS,CAL,1994,1
2459,CWS,DET,1994,5
2460,MIL,KC,1994,1
2461,NYY,OAK,1994,2
2462,TEX,CLE,1994,4
2463,TOR,MIN,1994,6
2465,CIN,FLA,1994,2
2467,STL,HOU,1994,1
2468,SD,PHI,1994,1
2471,BAL,SEA,1994,1
2472,BOS,CAL,1994,2
2473,CWS,DET,1994,6
2474,MIL,KC,1994,1
2475,NYY,OAK,1994,2
2477,TOR,MIN,1994,2
2482,SD,PHI,1994,6
2483,SF,NYM,1994,9
2484,COL,CHC,1994,6
2486,BOS,CAL,1994,1
2488,MIL,KC,1994,7
2489,NYY,OAK,1994,4
2492,ATL,PIT,1994,3
2493,CIN,FLA,1994,3
2494,LAD,MON,1994,6
2495,STL,HOU,1994,1
2496,SD,PHI,1994,1
2497,SF,NYM,1994,2
2499,BAL,OAK,1994,2
2502,KC,TOR,1994,1
2503,NYY,CAL,1994,10
2504,SEA,BOS,1994,2
2505,CIN,CHC,1994,1
2506,HOU,PIT,1994,4
2508,FLA,ATL,1994,1
2509,BAL,OAK,1994,6
2510,CWS,MIL,1994,3
2511,CLE,MIN,1994,8
2514,SEA,BOS,1994,1
2515,TEX,DET,1994,5
2516,CIN,CHC,1994,6
2518,LAD,PHI,1994,1
2519,MON,SF,1994,4
2521,STL,COL,1994,1
2524,CLE,CWS,1994,1
2525,MIN,MIL,1994,6
2528,TEX,TOR,1994,8
2529,HOU,CHC,1994,3
2530,LAD,PHI,1994,1
2531,MON,SF,1994,6
2532,NYM,SD,1994,1
2533,PIT,CIN,1994,2
2534,FLA,COL,1994,1
2537,KC,DET,1994,9
2540,SEA,NYY,1994,6
2541,TEX,TOR,1994,1
2544,FLA,COL,1994,1
2546,CLE,TEX,1994,1
2547,DET,CWS,1994,1
2550,SEA,BAL,1994,1
2552,HOU,STL,1994,1
2553,MON,SD,1994,2
2554,NYM,LAD,1994,2
2555,PHI,SF,1994,3
2556,PIT,ATL,1994,3
2561,MIN,TOR,1994,2
2564,HOU,STL,1994,10
2565,MON,SD,1994,2
2568,PIT,ATL,1994,1
2569,FLA,CIN,1994,1
2572,DET,CWS,1994,3
2573,MIN,TOR,1994,4
2574,OAK,NYY,1994,7
2575,SEA,BAL,1994,6
2578,MON,SD,1994,1
2579,NYM,LAD,1994,3
2580,PHI,SF,1994,2
2581,PIT,ATL,1994,3
2582,FLA,CIN,1994,5
2583,KC,MIL,1994,4
2584,KC,MIL,1994,4
2587,DET,CWS,1994,3
2588,MIN,TOR,1994,4
2589,OAK,NYY,1994,7
2590,SEA,BAL,1994,6
2593,MON,SD,1994,1
2594,NYM,LAD,1994,3
2595,PHI,SF,1994,2
2596,PIT,ATL,1994,3
2597,FLA,CIN,1994,5
2598,KC,MIL,1994,4
2599,KC,MIL,1994,4
2600,DET,TEX,1994,2
2602,MON,LAD,1994,5
2604,PHI,SD,1994,5
2605,BOS,SEA,1994,1
2607,CWS,CLE,1994,11
2609,MIL,MIN,1994,1
2611,TOR,KC,1994,1
2618,COL,STL,1994,9
2619,BOS,SEA,1994,2
2620,CAL,NYY,1994,1
2621,CWS,CLE,1994,5
2622,DET,TEX,1994,7
2626,ATL,FLA,1994,3
2627,CHC,CIN,1994,3
2628,MON,LAD,1994,1
2629,NYM,SF,1994,3
2632,CAL,OAK,1994,1
2637,FLA,PHI,1994,5
2639,CAL,OAK,1994,5
2641,DET,SEA,1994,5
2642,NYY,BOS,1994,2
2643,TEX,MIN,1994,7
2645,ATL,MON,1994,5
2646,CIN,HOU,1994,1
2648,STL,NYM,1994,1
2649,SD,COL,1994,8
2650,SF,LAD,1994,1
2651,FLA,PHI,1994,4
2653,CWS,KC,1994,2
2654,DET,SEA,1994,6
2655,NYY,BOS,1994,1
2657,TOR,MIL,1994,1
2658,ATL,MON,1994,1
2659,CIN,HOU,1994,4
2661,SD,COL,1994,1
2663,FLA,PHI,1994,1
2664,BAL,CLE,1994,2
2665,CAL,OAK,1994,7
2668,NYY,BOS,1994,4
2670,TOR,MIL,1994,2
2675,SF,LAD,1994,1
2677,PIT,CHC,1994,7
2678,PIT,CHC,1994,6
2679,BAL,TOR,1994,3
2683,NYY,CLE,1994,1
2684,TEX,CAL,1994,8
2685,ATL,PHI,1994,5
2686,LAD,HOU,1994,1
2690,SF,COL,1994,7
2692,BAL,TOR,1994,3
2694,CWS,SEA,1994,14
2695,DET,OAK,1994,8
2697,NYY,CLE,1994,2
2699,ATL,PHI,1994,1
2700,LAD,HOU,1994,1
2702,STL,CHC,1994,1
2705,FLA,PIT,1994,1
2706,BAL,TOR,1994,3
2707,BOS,MIL,1994,6
2708,CWS,SEA,1994,8
2709,DET,OAK,1994,4
2710,KC,MIN,1994,9
2711,NYY,CLE,1994,3
2713,ATL,PHI,1994,2
2714,LAD,HOU,1994,1
2715,MON,NYM,1994,1
2716,STL,CHC,1994,1
2718,SF,COL,1994,5
2720,BOS,MIL,1994,2
2721,DET,OAK,1994,1
2722,NYY,CLE,1994,1
2723,PHI,PIT,1994,2
2725,BOS,TOR,1994,2
2726,CLE,DET,1994,2
2727,KC,OAK,1994,10
2729,MIN,BAL,1994,3
2731,TEX,CWS,1994,4
2732,CHC,FLA,1994,2
2733,HOU,COL,1994,2
2734,LAD,SD,1994,1
2735,MON,STL,1994,8
2737,PHI,PIT,1994,11
2738,SF,CIN,1994,4
2739,BOS,TOR,1994,9
2740,CLE,DET,1994,6
2743,MIN,BAL,1994,3
2744,SEA,CAL,1994,3
2745,TEX,CWS,1994,3
2748,LAD,SD,1994,1
2750,NYM,ATL,1994,7
2751,PHI,PIT,1994,1
2752,SF,CIN,1994,2
2753,CLE,DET,1994,5
2756,MIN,BAL,1994,3
2757,SEA,CAL,1994,4
2761,LAD,SD,1994,6
2762,MON,STL,1994,1
2764,PHI,PIT,1994,1
2769,TOR,DET,1994,5
2770,CHC,SD,1994,2
2771,HOU,SF,1994,1
2774,PIT,STL,1994,5
2776,BAL,BOS,1994,1
2778,CLE,MIL,1994,4
2779,MIN,NYY,1994,1
2783,CHC,SD,1994,7
2784,CIN,ATL,1994,1
2786,NYM,FLA,1994,1
2787,PHI,MON,1994,1
2789,COL,LAD,1994,1
2791,CAL,CWS,1994,1
2792,CLE,MIL,1994,2
2793,MIN,NYY,1994,8
2796,TOR,DET,1994,6
2797,CHC,SD,1994,1
2799,HOU,SF,1994,2
2805,CAL,KC,1994,1
2806,CLE,MIL,1994,2
2807,SEA,TEX,1994,1
2808,CIN,ATL,1994,3
2809,HOU,SD,1994,4
2811,CAL,KC,1994,1
2812,DET,MIL,1994,6
2813,MIN,BOS,1994,19
2814,NYY,BAL,1994,4
2816,SEA,TEX,1994,17
2817,TOR,CLE,1994,2
2818,CHC,SF,1994,1
2819,CIN,LAD,1994,1
2820,HOU,SD,1994,1
2821,PHI,NYM,1994,2
2825,CAL,KC,1994,3
2826,DET,MIL,1994,1
2827,MIN,BOS,1994,1
2828,NYY,BAL,1994,1
2830,SEA,TEX,1994,11
2831,TOR,CLE,1994,2
2832,CHC,SF,1994,2
2834,HOU,SD,1994,2
2835,PHI,NYM,1994,1
2836,PIT,MON,1994,6
2840,DET,MIL,1994,3
2844,SEA,TEX,1994,6
2846,CHC,SF,1994,1
2849,PHI,NYM,1994,5
2854,OAK,SEA,1994,2
2855,TOR,CLE,1994,1
2858,SD,SF,1994,4
2859,COL,CIN,1994,5
2860,FLA,MON,1994,1
2862,CWS,MIN,1994,2
2866,NYY,TOR,1994,5
2867,OAK,SEA,1994,9
2872,SD,SF,1994,3
2873,COL,CIN,1994,4
2875,CWS,MIN,1994,11
2876,DET,CAL,1994,2
2877,KC,TEX,1994,5
2879,NYY,TOR,1994,3
2881,ATL,HOU,1994,1
2882,LAD,CHC,1994,1
2884,STL,PHI,1994,5
2886,COL,CIN,1994,1
2888,BOS,CLE,1994,8
2890,KC,TEX,1994,2
2892,PIT,NYM,1994,1
2895,CWS,BAL,1994,3
2896,CLE,OAK,1994,1
2898,MIL,SEA,1994,3
2899,MIN,DET,1994,3
2900,TEX,BOS,1994,1
2902,ATL,CHC,1994,5
2903,LAD,PIT,1994,1
2904,MON,COL,1994,2
2905,NYM,CIN,1994,8
2907,SD,STL,1994,2
2908,SF,FLA,1994,1
2909,CWS,BAL,1994,4
2910,CLE,OAK,1994,2
2912,MIL,SEA,1994,2
2913,MIN,DET,1994,1
2915,TOR,CAL,1994,5
2919,NYM,CIN,1994,1
2921,SD,STL,1994,4
2924,CLE,OAK,1994,2
2925,KC,NYY,1994,4
2926,MIL,SEA,1994,1
2928,TEX,BOS,1994,2
2929,TOR,CAL,1994,5
2931,LAD,PIT,1994,1
2932,MON,COL,1994,1
2933,NYM,CIN,1994,3
2934,PHI,HOU,1994,2
2935,SD,STL,1994,5
2936,SF,FLA,1994,2
2938,BOS,KC,1994,1
2939,CLE,CAL,1994,8
2944,CHC,PHI,1994,3
2945,CIN,MON,1994,4
2946,HOU,FLA,1994,1
2949,SD,PIT,1994,8
2954,MIN,SEA,1994,4
2955,NYY,CWS,1994,9
2958,CIN,MON,1994,1
2959,HOU,FLA,1994,2
2962,SD,PIT,1994,10
2965,BOS,KC,1994,2
2966,CLE,CAL,1994,1
2967,MIL,TEX,1994,7
2968,MIN,SEA,1994,1
2974,LAD,STL,1994,7
2976,SD,PIT,1994,2
2978,BAL,DET,1994,6
2983,DET,MIN,1994,1
2987,ATL,LAD,1994,3
2990,HOU,PHI,1994,2
2991,STL,SF,1994,2
2992,COL,PIT,1994,2
2993,FLA,SD,1994,4
3000,SEA,TOR,1994,2
3001,ATL,LAD,1994,2
3003,CIN,NYM,1994,3
3004,HOU,PHI,1994,4
3005,STL,SF,1994,1
3007,FLA,SD,1994,1
3008,BAL,CWS,1994,3
3010,CAL,MIL,1994,2
3011,DET,MIN,1994,2
3015,ATL,LAD,1994,1
3017,CIN,NYM,1994,3
3018,HOU,PHI,1994,2
3021,FLA,SD,1994,5
3023,DET,BOS,1994,6
3026,SEA,CLE,1994,1
3029,MON,HOU,1994,5
3030,PHI,CHC,1994,2
3033,FLA,LAD,1994,1
3037,KC,BAL,1994,4
3038,OAK,MIL,1994,1
3039,SEA,CLE,1994,4
3040,TEX,NYY,1994,1
3041,ATL,SD,1994,9
3042,MON,HOU,1994,1
3043,PHI,CHC,1994,1
3046,COL,NYM,1994,2
3048,CAL,MIN,1994,1
3049,CWS,TOR,1994,1
3050,DET,BOS,1994,9
3054,TEX,NYY,1994,1
3055,ATL,SD,1994,3
3057,PHI,CHC,1994,3
3058,PIT,SF,1994,2
3059,STL,CIN,1994,6
3060,COL,NYM,1994,1
3061,FLA,LAD,1994,1
3063,MIL,CLE,1994,1
3064,MIN,CWS,1994,4
3065,TEX,KC,1994,3
3066,TOR,NYY,1994,2
3067,CIN,COL,1994,6
3069,PHI,STL,1994,4
3070,PIT,FLA,1994,2
3073,MIL,CLE,1994,1
3074,MIN,CWS,1994,2
3076,TEX,KC,1994,1
3077,TOR,NYY,1994,5
3079,CIN,COL,1994,6
3083,PIT,FLA,1994,1
3088,MIN,CWS,1994,6
3089,SEA,OAK,1994,3
3092,CHC,LAD,1994,3
3093,CIN,COL,1994,2
3094,HOU,ATL,1994,1
3097,PIT,FLA,1994,6
3100,CAL,DET,1994,2
3102,MIN,CWS,1994,4
3105,TOR,NYY,1994,2
3109,NYM,MON,1994,1
3110,PHI,STL,1994,5
3111,PIT,FLA,1994,4
3115,CWS,OAK,1994,1
3116,CLE,TOR,1994,4
3117,KC,CAL,1994,5
3118,TEX,SEA,1994,8
3120,LAD,CIN,1994,1
3121,MON,PIT,1994,8
3122,NYM,PHI,1994,1
3123,STL,FLA,1994,1
3124,SF,HOU,1994,1
3128,CLE,TOR,1994,2
3132,ATL,COL,1994,2
3133,LAD,CIN,1994,3
3134,MON,PIT,1994,5
3139,BAL,NYY,1994,4
3142,CLE,TOR,1994,1
3143,KC,CAL,1994,1
3144,MIL,DET,1994,4
3146,ATL,COL,1994,4
3148,MON,PIT,1994,11
3149,NYM,PHI,1994,1
3155,CLE,BOS,1994,1
3156,KC,SEA,1994,3
3157,MIL,DET,1994,1
3159,ATL,COL,1994,3
3161,SD,CHC,1994,6
3163,FLA,NYM,1994,2
3164,BAL,MIN,1994,7
3166,CLE,BOS,1994,7
3171,ATL,CIN,1994,1
3175,SD,HOU,1994,1
3176,SF,CHC,1994,5
3177,FLA,NYM,1994,1
3178,BAL,MIN,1994,5
3180,CLE,BOS,1994,6
3181,DET,TOR,1994,1
3183,NYY,MIL,1994,2
3188,STL,PIT,1994,9
3193,CWS,CAL,1994,6
3194,CLE,BOS,1994,1
3195,DET,TOR,1994,2
3196,KC,SEA,1994,3
3200,LAD,COL,1994,4
3203,SD,HOU,1994,4
3210,NYY,MIN,1994,2
3212,ATL,NYM,1994,4
3216,BAL,MIL,1994,5
3217,CAL,SEA,1994,5
3218,CWS,TEX,1994,1
3219,DET,CLE,1994,2
3220,NYY,MIN,1994,2
3223,ATL,NYM,1994,1
3224,CIN,SF,1994,1
3225,PIT,PHI,1994,6
3226,STL,MON,1994,1
3227,SD,LAD,1994,1
3228,COL,HOU,1994,8
3232,CWS,TEX,1994,4
3234,NYY,MIN,1994,7
3238,CIN,SF,1994,1
3239,PIT,PHI,1994,1
3241,SD,LAD,1994,1
3242,COL,HOU,1994,9
3243,OAK,KC,1994,4
3245,CIN,SF,1994,2
3250,MIN,KC,1994,3
3251,OAK,DET,1994,1
3255,CIN,SD,1994,1
3256,HOU,LAD,1994,12
3257,MON,FLA,1994,9
3261,CAL,TEX,1994,5
3264,OAK,DET,1994,1
3267,CHC,STL,1994,2
3270,MON,FLA,1994,4
3272,PHI,ATL,1994,6
3273,COL,SF,1994,2
3274,CAL,TEX,1994,1
3276,MIL,BOS,1994,1
3277,MIN,KC,1994,7
3278,OAK,DET,1994,5
3282,CIN,SD,1994,8
3286,PHI,ATL,1994,1
3290,MIL,TOR,1994,4
3292,OAK,CAL,1994,8
3294,CHC,PIT,1994,1
3295,HOU,CIN,1994,1
3297,MON,ATL,1994,5
3299,PHI,FLA,1994,4
3300,COL,SD,1994,5
3303,CLE,BAL,1994,1
3304,MIL,TOR,1994,2
3306,OAK,CAL,1994,3
3307,SEA,DET,1994,2
3310,LAD,SF,1994,3
3311,MON,ATL,1994,1
3314,COL,SD,1994,1
3317,CWS,KC,1994,1
3321,OAK,CAL,1994,1
3322,SEA,DET,1994,5
3323,CHC,PIT,1994,1
3324,HOU,CIN,1994,2
3325,LAD,SF,1994,4
3327,PHI,FLA,1994,3
3329,BOS,NYY,1994,1
3330,CWS,KC,1994,1
3331,CLE,BAL,1994,2
3332,MIL,TOR,1994,7
3333,MIN,TEX,1994,2
3334,HOU,CHC,1994,2
3335,LAD,PHI,1994,1
3336,PIT,CIN,1994,2
3337,STL,COL,1994,2
3341,BAL,CAL,1994,7
3343,CWS,MIL,1994,8
3344,CLE,MIN,1994,5
3345,KC,TOR,1994,1
3350,STL,COL,1994,7
3352,SF,MON,1994,7
3353,FLA,ATL,1994,1
3354,TEX,DET,1994,4
3355,TEX,DET,1994,2
3356,BAL,CAL,1994,7
3358,CWS,MIL,1994,8
3359,CLE,MIN,1994,5
3360,KC,TOR,1994,1
3365,STL,COL,1994,7
3367,SF,MON,1994,7
3368,FLA,ATL,1994,1
3369,TEX,DET,1994,4
3370,TEX,DET,1994,2
3372,BOS,OAK,1994,8
3373,CWS,MIL,1994,5
3374,CLE,MIN,1994,8
3378,HOU,CHC,1994,1
3379,LAD,PHI,1994,6
3382,SD,NYM,1994,3
3385,BAL,CAL,1994,7
3388,CLE,MIN,1994,1
3389,KC,TOR,1994,5
3390,NYY,SEA,1994,3
3391,TEX,DET,1994,2
3392,HOU,CHC,1994,6
3393,LAD,PHI,1994,2
3396,SD,NYM,1994,7
3397,SF,MON,1994,3
3399,BAL,SEA,1994,6
3400,BOS,CAL,1994,3
3401,CWS,MIL,1994,1
