,HOME,AWAY,YEAR,SCORE
12466,FLA,MON,1998,-8
12470,DET,CLE,1998,-1
12474,TEX,MIN,1998,-3
12478,PIT,CHC,1998,-4
12480,COL,SD,1998,-2
12481,FLA,MON,1998,-6
12482,ARI,HOU,1998,-1
12488,SEA,BAL,1998,-3
12489,TEX,MIN,1998,-1
12491,LAD,SF,1998,-4
12492,NYM,ATL,1998,-4
12497,ARI,HOU,1998,-9
12505,PIT,MIL,1998,-3
12507,SD,SF,1998,-1
12510,BOS,NYY,1998,-1
12511,ANA,MIN,1998,-5
12513,OAK,BAL,1998,-3
12514,SEA,TB,1998,-10
12521,SD,SF,1998,-4
12523,ARI,LAD,1998,-1
12524,BOS,NYY,1998,-2
12526,CWS,DET,1998,-2
12527,OAK,BAL,1998,-4
12530,TOR,CLE,1998,-3
12535,PHI,NYM,1998,-4
12538,ARI,LAD,1998,-4
12541,CIN,STL,1998,-1
12543,MON,ATL,1998,-3
12544,PHI,NYM,1998,-2
12545,SD,LAD,1998,-1
12549,CLE,CWS,1998,-1
12550,MIN,OAK,1998,-1
12551,NYY,TOR,1998,-1
12553,CHC,MIL,1998,-2
12557,PHI,PIT,1998,-5
12559,SF,COL,1998,-1
12561,KC,SEA,1998,-3
12564,BOS,DET,1998,-1
12565,CLE,CWS,1998,-2
12567,MIN,OAK,1998,-1
12568,NYY,TOR,1998,-2
12576,SF,COL,1998,-1
12577,TB,TEX,1998,-6
12579,BOS,DET,1998,-3
12582,MIN,OAK,1998,-3
12583,NYY,TOR,1998,-2
12584,ATL,FLA,1998,-1
12586,CIN,ARI,1998,-5
12587,HOU,STL,1998,-1
12588,MON,NYM,1998,-1
12590,SD,LAD,1998,-1
12595,DET,CWS,1998,-1
12597,MIN,SEA,1998,-7
12600,CIN,MIL,1998,-1
12601,HOU,NYM,1998,-3
12607,TB,ANA,1998,-2
12608,BAL,TEX,1998,-1
12612,MIN,SEA,1998,-5
12613,NYY,BOS,1998,-5
12616,LAD,COL,1998,-1
12617,MON,FLA,1998,-3
12618,SD,CHC,1998,-2
12622,STL,PIT,1998,-2
12623,HOU,NYM,1998,-4
12625,BAL,BOS,1998,-1
12628,DET,TOR,1998,-1
12629,OAK,SEA,1998,-3
12632,CIN,MIL,1998,-2
12633,HOU,NYM,1998,-1
12637,SD,CHC,1998,-3
12638,ARI,SF,1998,-1
12640,BAL,BOS,1998,-1
12641,CWS,KC,1998,-9
12644,OAK,SEA,1998,-8
12646,SD,CHC,1998,-1
12647,ARI,ATL,1998,-1
12648,TB,NYY,1998,-4
12649,BAL,NYY,1998,-10
12650,ANA,SEA,1998,-2
12654,MIL,STL,1998,-3
12656,CHC,CIN,1998,-2
12657,NYM,FLA,1998,-1
12658,PHI,MON,1998,-7
12659,PIT,HOU,1998,-3
12660,SD,COL,1998,-3
12667,CLE,KC,1998,-1
12669,MIL,STL,1998,-3
12670,TEX,OAK,1998,-4
12671,CHC,CIN,1998,-5
12677,ARI,ATL,1998,-5
12679,BAL,NYY,1998,-1
12683,DET,MIN,1998,-3
12684,MIL,STL,1998,-5
12685,TEX,OAK,1998,-3
12686,CHC,CIN,1998,-4
12689,PIT,HOU,1998,-2
12690,SD,COL,1998,-1
12691,SF,LAD,1998,-1
12692,ARI,ATL,1998,-10
12693,TB,TOR,1998,-2
12694,ANA,TEX,1998,-8
12695,KC,DET,1998,-2
12696,MIN,CWS,1998,-6
12697,NYY,CLE,1998,-3
12703,BOS,TB,1998,-4
12705,ANA,TEX,1998,-8
12706,KC,DET,1998,-10
12707,MIL,CHC,1998,-3
12708,MIN,CWS,1998,-3
12711,CIN,PHI,1998,-2
12713,NYM,MON,1998,-2
12716,COL,ARI,1998,-2
12717,FLA,ATL,1998,-3
12721,ANA,TEX,1998,-6
12722,KC,DET,1998,-4
12726,SEA,OAK,1998,-5
12728,CIN,PHI,1998,-2
12729,LAD,SD,1998,-1
12730,NYM,MON,1998,-3
12731,STL,HOU,1998,-6
12734,FLA,ATL,1998,-11
12736,KC,CWS,1998,-3
12741,TOR,DET,1998,-2
12747,COL,SF,1998,-2
12750,BOS,BAL,1998,-3
12751,KC,CWS,1998,-8
12752,MIN,CLE,1998,-4
12759,HOU,CHC,1998,-1
12760,LAD,MIL,1998,-5
12761,STL,MON,1998,-1
12762,COL,SF,1998,-4
12767,KC,CWS,1998,-1
12770,OAK,ANA,1998,-2
12771,SEA,TEX,1998,-6
12779,ARI,SD,1998,-1
12781,FLA,PHI,1998,-4
12783,CLE,BOS,1998,-8
12785,HOU,SD,1998,-1
12791,SD,COL,1999,-6
12793,KC,BOS,1999,-2
12795,SEA,CWS,1999,-6
12796,TEX,DET,1999,-6
12797,ATL,PHI,1999,-3
12798,CIN,SF,1999,-3
12800,PIT,MON,1999,-7
12801,STL,MIL,1999,-2
12805,OAK,NYY,1999,-3
12806,SEA,CWS,1999,-8
12809,CIN,SF,1999,-1
12814,FLA,NYM,1999,-9
12815,BAL,TB,1999,-3
12816,ANA,CLE,1999,-8
12817,KC,BOS,1999,-6
12818,MIN,TOR,1999,-6
12819,OAK,NYY,1999,-4
12823,CIN,SF,1999,-5
12824,HOU,CHC,1999,-7
12826,PIT,MON,1999,-1
12829,FLA,NYM,1999,-6
12830,BAL,TB,1999,-3
12831,ANA,CLE,1999,-8
12832,KC,BOS,1999,-3
12834,ATL,PHI,1999,-3
12835,HOU,CHC,1999,-1
12836,LAD,COL,1999,-2
12840,BAL,TOR,1999,-3
12841,CWS,KC,1999,-5
12842,MIN,CLE,1999,-9
12845,TEX,ANA,1999,-4
12849,MON,NYM,1999,-7
12851,STL,CIN,1999,-3
12854,TB,BOS,1999,-3
12856,CWS,KC,1999,-5
12857,MIN,CLE,1999,-5
12859,SEA,OAK,1999,-7
12860,TEX,ANA,1999,-10
12861,ATL,ARI,1999,-5
12862,HOU,MIL,1999,-6
12864,MON,NYM,1999,-1
12867,SF,SD,1999,-10
12868,FLA,PHI,1999,-3
12869,TB,BOS,1999,-2
12870,BAL,TOR,1999,-4
12871,CWS,KC,1999,-2
12872,MIN,CLE,1999,-1
12879,MON,NYM,1999,-3
12881,STL,CIN,1999,-2
12883,FLA,PHI,1999,-1
12886,DET,MIN,1999,-1
12888,TEX,ANA,1999,-8
12890,CHC,CIN,1999,-5
12892,PHI,ATL,1999,-2
12893,COL,SD,1999,-3
12898,SEA,TEX,1999,-9
12899,TOR,TB,1999,-3
12900,MON,MIL,1999,-4
12901,PIT,STL,1999,-2
12902,SF,HOU,1999,-4
12908,SEA,TEX,1999,-3
12913,PHI,ATL,1999,-6
12914,PIT,STL,1999,-4
12915,SF,HOU,1999,-3
12918,BOS,CWS,1999,-4
12920,DET,MIN,1999,-2
12921,NYY,BAL,1999,-2
12922,OAK,ANA,1999,-11
12923,SEA,TEX,1999,-1
12926,MON,MIL,1999,-5
12927,NYM,FLA,1999,-7
12932,ARI,LAD,1999,-7
12933,BOS,TB,1999,-4
12938,MIL,CHC,1999,-5
12942,HOU,STL,1999,-2
12943,NYM,MON,1999,-2
12949,ANA,SEA,1999,-1
12951,KC,CWS,1999,-1
12955,CIN,PIT,1999,-1
12956,HOU,STL,1999,-3
12959,SD,LAD,1999,-4
12961,ARI,SF,1999,-3
12963,CLE,MIN,1999,-5
12964,BOS,TB,1999,-4
12965,ANA,SEA,1999,-3
12968,KC,CWS,1999,-2
12969,MIL,CHC,1999,-1
12970,OAK,TEX,1999,-4
12972,CIN,PIT,1999,-2
12974,NYM,MON,1999,-2
12977,COL,ATL,1999,-15
12979,BOS,TB,1999,-3
12980,KC,MIN,1999,-2
12981,MIL,STL,1999,-4
12982,LAD,ATL,1999,-8
12983,SD,PIT,1999,-3
12989,DET,BOS,1999,-1
12990,KC,MIN,1999,-1
12991,MIL,STL,1999,-5
12994,CHC,HOU,1999,-6
12995,CIN,NYM,1999,-1
12997,SD,PIT,1999,-4
12998,SF,FLA,1999,-5
13009,CHC,HOU,1999,-7
13011,LAD,ATL,1999,-7
13018,BOS,CLE,1999,-1
13020,KC,ANA,1999,-2
13021,MIN,TEX,1999,-2
13023,CHC,NYM,1999,-1
13025,LAD,STL,1999,-7
13026,MON,PHI,1999,-4
13027,PIT,MIL,1999,-8
13028,SD,ARI,1999,-4
13032,BAL,OAK,1999,-3
13036,MIN,TEX,1999,-5
13039,CIN,HOU,1999,-1
13041,MON,PHI,1999,-1
13042,PIT,MIL,1999,-2
13045,FLA,ATL,1999,-1
13046,TB,SEA,1999,-5
13047,BAL,OAK,1999,-1
13049,CWS,DET,1999,-5
13051,MIN,TEX,1999,-4
13055,LAD,STL,1999,-2
13056,MON,PHI,1999,-2
13057,PIT,MIL,1999,-2
13058,SD,ARI,1999,-2
13060,FLA,ATL,1999,-4
13061,TB,SEA,1999,-2
13064,OAK,CLE,1999,-1
13065,SEA,DET,1999,-7
13067,FLA,ATL,1999,-2
13069,ANA,TOR,1999,-9
13071,MIL,LAD,1999,-1
13073,OAK,CLE,1999,-3
13074,SEA,DET,1999,-4
13075,TEX,NYY,1999,-1
13076,ATL,PIT,1999,-2
13078,MON,SF,1999,-1
13079,NYM,SD,1999,-4
13083,BAL,KC,1999,-6
13085,MIL,LAD,1999,-1
13086,MIN,BOS,1999,-5
13087,OAK,CLE,1999,-3
13091,HOU,ARI,1999,-4
13092,MON,SF,1999,-1
13094,PHI,CIN,1999,-4
13095,STL,COL,1999,-2
13096,FLA,CHC,1999,-5
13099,BAL,KC,1999,-10
13101,CWS,TB,1999,-3
13102,MIL,LAD,1999,-6
13103,OAK,CLE,1999,-5
13105,TEX,NYY,1999,-2
13108,MON,SF,1999,-1
13110,PHI,CIN,1999,-4
13111,STL,COL,1999,-4
13112,FLA,CHC,1999,-3
13116,MIL,ARI,1999,-1
13124,PHI,LAD,1999,-1
13125,PIT,COL,1999,-5
13126,FLA,HOU,1999,-7
13127,TB,DET,1999,-2
13128,BAL,MIN,1999,-5
13129,ANA,CWS,1999,-3
13130,KC,NYY,1999,-4
13131,MIL,ARI,1999,-2
13132,OAK,BOS,1999,-5
13133,SEA,TOR,1999,-6
13134,TEX,CLE,1999,-2
13137,MON,STL,1999,-11
13139,PHI,LAD,1999,-6
13141,FLA,HOU,1999,-2
13143,BAL,MIN,1999,-5
13144,ANA,CWS,1999,-3
13145,KC,NYY,1999,-4
13146,MIL,ARI,1999,-2
13147,OAK,BOS,1999,-5
13148,SEA,TOR,1999,-6
13149,TEX,CLE,1999,-2
13152,MON,STL,1999,-11
13154,PHI,LAD,1999,-6
13156,FLA,HOU,1999,-2
13160,KC,NYY,1999,-1
13167,MON,STL,1999,-1
13171,FLA,HOU,1999,-1
13172,TB,DET,1999,-6
13173,ANA,CWS,1999,-7
13176,SEA,TOR,1999,-6
13177,TEX,CLE,1999,-6
13179,CHC,COL,1999,-5
13181,MON,LAD,1999,-7
13183,PHI,SD,1999,-6
13185,FLA,MIL,1999,-2
13190,TOR,OAK,1999,-9
13191,ATL,STL,1999,-8
13195,NYM,HOU,1999,-5
13197,PIT,SF,1999,-3
13198,FLA,MIL,1999,-7
13199,TB,KC,1999,-2
13201,BOS,TEX,1999,-5
13202,CLE,SEA,1999,-1
13203,DET,ANA,1999,-3
13204,MIN,NYY,1999,-2
13205,TOR,OAK,1999,-6
13207,CHC,COL,1999,-7
13208,CIN,ARI,1999,-4
13209,MON,LAD,1999,-6
13210,NYM,HOU,1999,-1
13213,FLA,MIL,1999,-2
13219,MIN,NYY,1999,-1
13220,TOR,OAK,1999,-1
13221,STL,PIT,1999,-10
13226,DET,BAL,1999,-5
13227,MIN,KC,1999,-4
13232,LAD,FLA,1999,-3
13236,COL,PHI,1999,-7
13240,CLE,TB,1999,-1
13242,MIN,KC,1999,-4
13243,NYY,SEA,1999,-9
13244,TOR,TEX,1999,-1
13245,CIN,CHC,1999,-3
13246,HOU,MON,1999,-1
13248,STL,PIT,1999,-7
13249,SD,ATL,1999,-10
13251,COL,PHI,1999,-5
13252,ARI,NYM,1999,-2
13254,CWS,OAK,1999,-3
13256,DET,BAL,1999,-5
13257,MIN,KC,1999,-5
13259,TOR,TEX,1999,-5
13261,HOU,MON,1999,-2
13262,LAD,FLA,1999,-2
13263,STL,PIT,1999,-3
13265,SF,MIL,1999,-1
13266,COL,PHI,1999,-2
13271,MIN,KC,1999,-4
13279,BOS,SEA,1999,-3
13280,CWS,TEX,1999,-6
13282,DET,OAK,1999,-4
13283,KC,TOR,1999,-6
13284,NYY,ANA,1999,-2
13287,LAD,CHC,1999,-5
13288,STL,PHI,1999,-5
13289,SD,FLA,1999,-1
13290,SF,ATL,1999,-1
13293,TB,MIN,1999,-1
13297,DET,OAK,1999,-1
13299,NYY,ANA,1999,-1
13300,CIN,MIL,1999,-1
13303,STL,PHI,1999,-4
13306,COL,NYM,1999,-5
13308,TB,MIN,1999,-5
13309,KC,TOR,1999,-6
13310,NYY,ANA,1999,-2
13313,DET,CLE,1999,-2
13314,MIL,FLA,1999,-8
13315,NYY,CWS,1999,-6
13317,SEA,KC,1999,-5
13319,TOR,BOS,1999,-5
13321,CIN,SD,1999,-4
13323,PHI,NYM,1999,-4
13325,STL,LAD,1999,-4
13326,ARI,COL,1999,-3
13327,ANA,TB,1999,-2
13328,DET,CLE,1999,-5
13330,NYY,CWS,1999,-8
13332,SEA,KC,1999,-1
13334,TOR,BOS,1999,-1
13338,PHI,NYM,1999,-2
13342,ANA,TB,1999,-3
13344,MIL,FLA,1999,-1
13348,TEX,BAL,1999,-11
13350,CHC,ATL,1999,-3
13352,HOU,SF,1999,-1
13356,ARI,COL,1999,-4
13357,CWS,CLE,1999,-4
13359,TEX,TB,1999,-10
13360,TOR,BOS,1999,-1
13362,MON,PHI,1999,-1
13363,NYM,MIL,1999,-1
13364,SF,ARI,1999,-11
13365,COL,CIN,1999,-5
13366,FLA,CHC,1999,-7
13369,CWS,CLE,1999,-13
13372,TEX,TB,1999,-1
13375,LAD,HOU,1999,-8
13377,NYM,MIL,1999,-2
13378,SD,STL,1999,-3
13379,SF,ARI,1999,-4
13380,COL,CIN,1999,-2
13381,FLA,CHC,1999,-3
13382,BAL,ANA,1999,-1
13384,CWS,CLE,1999,-6
13388,TOR,DET,1999,-4
13395,COL,CIN,1999,-12
13396,FLA,CHC,1999,-1
13397,BAL,ANA,1999,-2
13398,BOS,NYY,1999,-2
13401,ATL,CHC,1999,-1
13402,LAD,HOU,1999,-1
13403,SD,STL,1999,-2
13411,CLE,DET,1999,-3
13412,KC,SEA,1999,-3
13414,ATL,CHC,1999,-4
13415,LAD,STL,1999,-4
13416,MON,MIL,1999,-2
13423,BAL,TEX,1999,-1
13425,CLE,DET,1999,-4
13426,KC,SEA,1999,-3
13431,NYM,PHI,1999,-6
13432,SD,CIN,1999,-3
13434,COL,ARI,1999,-5
13435,FLA,PIT,1999,-7
13436,TB,ANA,1999,-2
13437,CWS,NYY,1999,-8
13441,CWS,NYY,1999,-1
13445,ATL,CHC,1999,-4
13446,LAD,STL,1999,-5
13447,MON,MIL,1999,-9
13449,SD,CIN,1999,-4
13450,SF,HOU,1999,-3
13452,FLA,PIT,1999,-1
13453,TB,ANA,1999,-4
13454,CLE,CWS,1999,-7
13455,DET,TOR,1999,-6
13459,CHC,FLA,1999,-2
13464,TB,TEX,1999,-9
13467,DET,TOR,1999,-2
13468,MIL,ATL,1999,-3
13469,MIN,SEA,1999,-10
13470,NYY,BOS,1999,-3
13472,CHC,FLA,1999,-3
13475,PHI,MON,1999,-2
13476,PIT,NYM,1999,-5
13477,STL,SF,1999,-16
13479,TB,TEX,1999,-5
13480,ANA,BAL,1999,-1
13482,DET,TOR,1999,-4
13483,MIL,ATL,1999,-1
13484,MIN,SEA,1999,-8
13488,CIN,LAD,1999,-6
13490,PHI,MON,1999,-3
13491,PIT,NYM,1999,-3
13492,STL,SF,1999,-1
13494,TB,TEX,1999,-2
13495,ANA,BAL,1999,-3
13497,MIL,ATL,1999,-1
13500,CIN,LAD,1999,-1
13501,HOU,COL,1999,-1
13503,ANA,KC,1999,-7
13504,CLE,BOS,1999,-7
13505,DET,CWS,1999,-8
13506,MIL,SD,1999,-2
13510,TOR,NYY,1999,-4
13514,NYM,ARI,1999,-1
13515,PHI,COL,1999,-2
13519,CLE,BOS,1999,-2
13520,DET,CWS,1999,-6
13521,MIL,SD,1999,-9
13522,OAK,BAL,1999,-2
13525,TOR,NYY,1999,-5
13526,ATL,LAD,1999,-1
13529,NYM,ARI,1999,-1
13532,FLA,CIN,1999,-7
13534,CLE,BOS,1999,-2
13538,SEA,TB,1999,-8
13540,TOR,NYY,1999,-5
13541,ATL,LAD,1999,-1
13544,NYM,ARI,1999,-9
13545,PHI,COL,1999,-1
13547,FLA,CIN,1999,-2
13549,ANA,MIN,1999,-1
13551,NYY,CLE,1999,-6
13556,MON,ARI,1999,-3
13557,NYM,CIN,1999,-2
13560,FLA,STL,1999,-3
13563,MIL,HOU,1999,-3
13566,SEA,BAL,1999,-3
13568,TOR,CWS,1999,-4
13570,CHC,SD,1999,-1
13572,NYM,CIN,1999,-4
13573,PHI,SF,1999,-1
13575,FLA,STL,1999,-4
13576,BOS,DET,1999,-2
13578,MIL,HOU,1999,-8
13579,NYY,CLE,1999,-3
13580,OAK,TB,1999,-1
13584,ATL,COL,1999,-1
13586,MON,ARI,1999,-13
13587,NYM,CIN,1999,-1
13592,TOR,CWS,1999,-7
13594,PHI,SF,1999,-3
13596,BAL,PHI,1999,-4
13598,CWS,PIT,1999,-3
13599,CLE,CHC,1999,-1
13602,MIN,HOU,1999,-1
13610,TB,FLA,1999,-10
13612,BOS,ATL,1999,-1
13615,DET,STL,1999,-5
13616,MIN,HOU,1999,-1
13618,TOR,MON,1999,-5
13623,ARI,TEX,1999,-1
13624,TB,FLA,1999,-2
13625,KC,CIN,1999,-5
13626,KC,CIN,1999,-3
13627,BAL,PHI,1999,-4
13628,BOS,ATL,1999,-1
13631,DET,STL,1999,-4
13632,KC,CIN,1999,-11
13634,NYY,NYM,1999,-5
13636,LAD,ANA,1999,-2
13637,SD,SEA,1999,-3
13638,SF,OAK,1999,-1
13641,TB,FLA,1999,-5
13642,CWS,HOU,1999,-6
13644,KC,STL,1999,-2
13647,LAD,TEX,1999,-1
13652,COL,SEA,1999,-2
13654,ARI,CHC,1999,-1
13656,CLE,MIL,1999,-1
13661,LAD,TEX,1999,-1
13667,COL,SEA,1999,-5
13668,ARI,CHC,1999,-2
13671,CWS,HOU,1999,-9
13673,DET,PIT,1999,-12
13675,MIN,CIN,1999,-2
13680,PHI,NYY,1999,-6
13681,SD,OAK,1999,-3
13682,SF,ANA,1999,-1
13684,FLA,BAL,1999,-2
13686,CLE,MIL,1999,-6
13688,ANA,ARI,1999,-10
13689,MIL,MIN,1999,-2
13693,ATL,BAL,1999,-4
13694,CHC,CWS,1999,-2
13695,CIN,CLE,1999,-2
13698,NYM,BOS,1999,-1
13700,PIT,KC,1999,-7
13701,STL,DET,1999,-6
13702,FLA,NYY,1999,-4
13704,MIL,MIN,1999,-2
13706,SEA,SF,1999,-4
13707,TEX,COL,1999,-1
13708,ATL,BAL,1999,-5
13709,CHC,CWS,1999,-6
13710,CIN,CLE,1999,-1
13712,MON,TB,1999,-2
13717,FLA,NYY,1999,-1
13718,ANA,ARI,1999,-2
13721,SEA,SF,1999,-4
13722,TEX,COL,1999,-2
13723,ATL,BAL,1999,-21
13724,CHC,CWS,1999,-2
13725,CIN,CLE,1999,-4
13729,PHI,TOR,1999,-5
13731,STL,DET,1999,-2
13741,STL,MON,1999,-2
13746,CWS,TB,1999,-1
13748,DET,SEA,1999,-1
13749,MIL,CHC,1999,-3
13752,CIN,NYM,1999,-8
13753,HOU,ATL,1999,-1
13754,LAD,PIT,1999,-10
13763,DET,SEA,1999,-6
13765,NYY,TEX,1999,-3
13767,CIN,NYM,1999,-3
13768,HOU,ATL,1999,-2
13771,SD,PHI,1999,-2
13772,COL,SF,1999,-13
13774,BOS,MIN,1999,-1
13777,DET,SEA,1999,-1
13778,NYY,TEX,1999,-2
13781,HOU,ATL,1999,-3
13782,LAD,PIT,1999,-5
13783,STL,NYM,1999,-1
13784,SD,PHI,1999,-2
13786,BOS,TEX,1999,-3
13787,CWS,BAL,1999,-1
13788,CLE,SEA,1999,-5
13792,TOR,KC,1999,-1
13795,LAD,PHI,1999,-1
13796,STL,NYM,1999,-4
13800,ARI,ATL,1999,-6
13802,CWS,BAL,1999,-2
13804,DET,OAK,1999,-12
13805,MIN,TB,1999,-1
13808,CIN,MIL,1999,-9
13817,CWS,BAL,1999,-4
13819,DET,OAK,1999,-1
13820,MIN,TB,1999,-1
13821,NYY,ANA,1999,-2
13823,CIN,MIL,1999,-3
13826,STL,NYM,1999,-3
13830,ARI,ATL,1999,-6
13834,MIN,TB,1999,-1
13837,SF,MIL,1999,-7
13838,ARI,CIN,1999,-3
13842,SEA,ANA,1999,-2
13843,TEX,OAK,1999,-2
13845,ATL,MON,1999,-1
13846,LAD,SD,1999,-3
13850,SF,MIL,1999,-4
13851,COL,CHC,1999,-1
13852,ARI,CIN,1999,-1
13853,TB,NYY,1999,-7
13854,BAL,BOS,1999,-5
13855,CWS,MIN,1999,-2
13859,TOR,CLE,1999,-3
13861,LAD,SD,1999,-4
13863,PHI,PIT,1999,-2
13864,STL,HOU,1999,-4
13865,SF,MIL,1999,-3
13867,ARI,CIN,1999,-2
13868,TB,NYY,1999,-8
13869,BAL,BOS,1999,-1
13871,KC,DET,1999,-2
13872,SEA,ANA,1999,-5
13876,HOU,CIN,1999,-3
13877,LAD,SD,1999,-1
13880,COL,CHC,1999,-2
13882,TB,NYY,1999,-4
13883,BAL,NYY,1999,-1
13888,MIL,PIT,1999,-2
13889,SEA,TEX,1999,-10
13890,ATL,NYM,1999,-8
13891,CHC,PHI,1999,-1
13892,HOU,CIN,1999,-3
13895,SF,LAD,1999,-2
13896,ARI,STL,1999,-1
13898,BAL,NYY,1999,-3
13901,DET,MIN,1999,-1
13906,CHC,PHI,1999,-4
13907,HOU,CIN,1999,-7
13908,MON,FLA,1999,-6
13910,SF,LAD,1999,-1
13911,ARI,STL,1999,-1
13913,BAL,NYY,1999,-4
13914,BOS,CWS,1999,-1
13916,DET,MIN,1999,-5
13917,KC,CLE,1999,-1
13918,MIL,PIT,1999,-1
13922,HOU,CIN,1999,-3
13923,MON,FLA,1999,-1
13929,ANA,TEX,1999,-8
13930,KC,CLE,1999,-5
13931,MON,ATL,1999,-8
13934,FLA,NYM,1999,-6
13935,TB,TOR,1999,-1
13936,ANA,TEX,1999,-5
13940,OAK,SEA,1999,-1
13942,CHC,MIL,1999,-11
13946,PIT,PHI,1999,-3
13949,FLA,NYM,1999,-4
13950,BOS,TB,1999,-1
13951,ANA,TEX,1999,-14
13952,CLE,MIN,1999,-2
13953,KC,CWS,1999,-1
13954,NYY,DET,1999,-6
13965,BOS,TB,1999,-9
13967,KC,CWS,1999,-4
13971,CHC,MIL,1999,-7
13973,HOU,STL,1999,-6
13974,MON,ATL,1999,-3
13978,FLA,NYM,1999,-4
13979,BOS,TB,1999,-9
13981,KC,CWS,1999,-4
13985,CHC,MIL,1999,-7
13987,HOU,STL,1999,-6
13988,MON,ATL,1999,-3
13992,FLA,NYM,1999,-4
13997,TEX,SEA,1999,-1
14000,LAD,SF,1999,-8
14001,NYM,ATL,1999,-3
14003,PIT,MIL,1999,-5
14010,CWS,BOS,1999,-3
14011,CLE,KC,1999,-1
14012,MIN,DET,1999,-10
14013,NYY,BAL,1999,-4
14014,OAK,ANA,1999,-3
14015,TEX,SEA,1999,-6
14017,CIN,HOU,1999,-2
14021,PIT,MIL,1999,-1
14022,STL,ARI,1999,-12
14023,COL,SD,1999,-11
14025,ANA,SEA,1999,-10
14026,NYY,BAL,1999,-8
14031,PHI,MIL,1999,-5
14032,PIT,CHC,1999,-3
14034,SD,SF,1999,-3
14036,TB,BOS,1999,-2
14037,BAL,TOR,1999,-1
14039,CWS,KC,1999,-1
14040,DET,NYY,1999,-1
14041,MIN,CLE,1999,-2
14043,ATL,FLA,1999,-3
14048,SD,SF,1999,-1
14050,ARI,HOU,1999,-2
14052,BAL,TOR,1999,-1
14057,OAK,TEX,1999,-3
14059,NYM,MON,1999,-2
14067,BAL,TOR,1999,-5
14069,DET,NYY,1999,-1
14070,MIN,CLE,1999,-7
14072,NYM,MON,1999,-1
14073,PIT,CHC,1999,-5
14074,STL,CIN,1999,-3
14075,COL,LAD,1999,-3
14079,CLE,CIN,1999,-1
14080,DET,MIL,1999,-3
14081,KC,HOU,1999,-1
14083,ATL,BOS,1999,-1
14088,SD,TEX,1999,-5
14090,COL,ANA,1999,-3
14092,ARI,OAK,1999,-3
14093,CWS,CHC,1999,-8
14096,KC,HOU,1999,-1
14100,MON,TOR,1999,-1
14102,PHI,BAL,1999,-4
14105,COL,ANA,1999,-6
14106,FLA,TB,1999,-1
14107,ARI,OAK,1999,-2
14108,CWS,CHC,1999,-3
14109,CLE,CIN,1999,-5
14110,DET,MIL,1999,-1
14111,KC,HOU,1999,-4
14112,MIN,PIT,1999,-8
14115,MON,TOR,1999,-1
14116,NYM,NYY,1999,-3
14117,PHI,BAL,1999,-4
14119,SF,STL,1999,-1
14128,NYY,ATL,1999,-4
14130,SEA,SD,1999,-1
14132,TOR,FLA,1999,-2
14136,PIT,CLE,1999,-2
14138,TB,NYM,1999,-1
14140,BOS,PHI,1999,-1
14141,ANA,LAD,1999,-2
14142,NYY,ATL,1999,-3
14144,SEA,SD,1999,-1
14146,TOR,FLA,1999,-2
14148,CIN,COL,1999,-4
14151,STL,CWS,1999,-1
14152,TB,NYM,1999,-2
14154,MIL,KC,1999,-2
14156,BOS,PHI,1999,-8
14157,ANA,LAD,1999,-10
14160,OAK,SF,1999,-5
14162,TEX,ARI,1999,-2
14164,CHC,MIN,1999,-8
14170,BAL,NYM,1999,-2
14172,ANA,SD,1999,-3
14179,CHC,KC,1999,-1
14180,CIN,DET,1999,-1
14183,STL,MIN,1999,-3
14184,TB,PHI,1999,-1
14185,BAL,NYM,1999,-3
14186,BOS,FLA,1999,-3
14187,ANA,SD,1999,-3
14188,MIL,CWS,1999,-2
14189,NYY,MON,1999,-2
14194,CHC,KC,1999,-8
14195,CIN,DET,1999,-1
14197,PIT,LAD,1999,-5
14199,TB,PHI,1999,-13
14202,ANA,SD,1999,-1
14206,SEA,ARI,1999,-6
14211,HOU,CLE,1999,-6
14212,PIT,LAD,1999,-4
14213,STL,MIN,1999,-2
14215,BOS,BAL,1999,-5
14216,CLE,TOR,1999,-1
14218,MIL,PHI,1999,-7
14219,MIN,CWS,1999,-3
14221,SEA,OAK,1999,-10
14225,HOU,ARI,1999,-3
14226,LAD,COL,1999,-1
14227,MON,NYM,1999,-4
14230,BOS,BAL,1999,-3
14231,CLE,TOR,1999,-1
14239,CIN,STL,1999,-1
14240,HOU,ARI,1999,-1
14241,MON,NYM,1999,-3
14242,SF,SD,1999,-1
14243,FLA,ATL,1999,-3
14244,LAD,COL,1999,-3
14245,LAD,COL,1999,-1
14247,CWS,TOR,1999,-1
14256,COL,STL,1999,-2
14259,TB,TEX,1999,-3
14261,PHI,ATL,1999,-2
14264,DET,BOS,1999,-7
14265,KC,OAK,1999,-10
14269,MON,PIT,1999,-5
14272,SF,CIN,1999,-1
14273,COL,STL,1999,-8
14276,TB,TEX,1999,-2
14278,CWS,TOR,1999,-8
14281,MIN,SEA,1999,-1
14284,MON,PIT,1999,-5
14286,PHI,ATL,1999,-1
14287,SF,CIN,1999,-1
14288,COL,STL,1999,-2
14290,ARI,LAD,1999,-1
14291,TB,TEX,1999,-1
14292,CWS,TOR,1999,-1
14294,MIN,OAK,1999,-7
14296,LAD,CIN,1999,-2
14300,SD,ARI,1999,-2
14302,COL,HOU,1999,-3
